task_id,family_id,label,mean_rating,std_rating,n_valid_repeats,mean_char_count,layer_idx,rn_margin,rn_prob_N,p3_N,p3_A
F01_A,F01,ambiguous,5.0,0.0,3,1999.6666666666667,10,,,0.4086589238821566,0.27129356485177947
F01_N,F01,nonroutine,5.333333333333333,0.4714045207910317,3,2558.6666666666665,10,2.4983199594915613,0.9240239589380078,0.7123471680937447,0.2633552607287436
F01_R,F01,routine,4.333333333333333,0.4714045207910317,3,1383.3333333333333,10,-1.1779394625721344,0.23542288859215824,0.106213327250078,0.1275467941166539
F02_A,F02,ambiguous,5.0,0.0,3,2461.0,10,,,0.7558760079104857,0.2366455794379422
F02_N,F02,nonroutine,5.0,0.0,3,2372.3333333333335,10,1.5422537358656434,0.823792113285965,0.41783562724352236,0.5310762083369416
F02_R,F02,routine,4.0,0.0,3,1817.0,10,-2.023750325773929,0.11673175568778553,0.03387674745935643,0.05857680220082104
F03_A,F03,ambiguous,4.0,0.0,3,172.33333333333334,10,,,0.1663958240650619,0.45341244702316946
F03_N,F03,nonroutine,4.0,0.0,3,161.33333333333334,10,1.0818313523994942,0.7468403933050314,0.593906747812641,0.3261034077970391
F03_R,F03,routine,3.6666666666666665,0.4714045207910317,3,139.0,10,-1.8328037751631217,0.13790460243507352,0.058430778733412174,0.16333009642946092
F04_A,F04,ambiguous,4.0,0.0,3,144.33333333333334,10,,,0.2941582674585635,0.45096363202566997
F04_N,F04,nonroutine,4.0,0.0,3,161.33333333333334,10,1.4144555239680097,0.8044677457225918,0.6926751636559562,0.24806940119580148
F04_R,F04,routine,4.0,0.0,3,146.0,10,-0.8238966256867614,0.30493714102279446,0.16922200363955167,0.3707117788150041
F05_A,F05,ambiguous,4.0,0.0,3,502.0,10,,,0.07003938730771796,0.4445102839734852
F05_N,F05,nonroutine,4.0,0.0,3,375.0,10,0.008386284192439364,0.5020965587605842,0.31638196716083505,0.44348035736203323
F05_R,F05,routine,5.0,0.0,3,518.3333333333334,10,-2.319291100485116,0.08953783258252555,0.02571027431429509,0.21216871391454828
F06_A,F06,ambiguous,3.3333333333333335,0.4714045207910317,3,331.3333333333333,10,,,0.3192921725782361,0.41507507473592137
F06_N,F06,nonroutine,5.0,0.0,3,457.0,10,2.22588701234302,0.9025502065112853,0.7568582979129688,0.22358428332727906
F06_R,F06,routine,3.0,0.0,3,441.6666666666667,10,-1.6042700555020402,0.16738566152792286,0.06744899195579648,0.39727247626515777
F07_A,F07,ambiguous,6.0,0.0,3,2223.6666666666665,10,,,0.3200533716788696,0.5732314985342984
F07_N,F07,nonroutine,6.0,0.0,3,2265.0,10,0.7864509877200172,0.687068781299605,0.28786915382947753,0.5217054546409984
F07_R,F07,routine,6.0,0.0,3,1484.0,10,-0.42417604781487855,0.3955178916807132,0.19651841264901446,0.19564175328018263
F08_A,F08,ambiguous,6.0,0.0,3,1835.6666666666667,10,,,0.7142270774234066,0.2519341859448287
F08_N,F08,nonroutine,5.666666666666667,0.4714045207910317,3,1211.3333333333333,10,1.056990818150434,0.7421150669040318,0.7309897475704702,0.10500475383445905
F08_R,F08,routine,6.0,0.0,3,1386.3333333333333,10,-0.9104410285474311,0.2869095976441011,0.10411563451149625,0.18249598484518356
F09_A,F09,ambiguous,4.333333333333333,0.4714045207910317,3,1064.0,10,,,0.038366176660835534,0.08405174962302286
F09_N,F09,nonroutine,5.333333333333333,0.4714045207910317,3,2458.3333333333335,10,2.0085972292814147,0.8816967809157962,0.6756255174696809,0.2763146277236407
F09_R,F09,routine,3.6666666666666665,0.4714045207910317,3,823.3333333333334,10,-3.2362576172703883,0.03782385250026627,0.007459581362470455,0.015959797323109235
F10_A,F10,ambiguous,5.0,0.0,3,2477.6666666666665,10,,,0.5311844229943803,0.4395226580384908
F10_N,F10,nonroutine,5.0,0.0,3,2534.6666666666665,10,2.532215804094005,0.9263696338961948,0.7491405416196523,0.23689413951673513
F10_R,F10,routine,4.333333333333333,0.4714045207910317,3,1812.3333333333333,10,-2.7505798738500253,0.06005390942948346,0.025530598116184387,0.28902102317265527
F11_A,F11,ambiguous,5.666666666666667,0.4714045207910317,3,2366.6666666666665,10,,,0.13686568669840052,0.8062324687629169
F11_N,F11,nonroutine,6.0,0.0,3,2518.6666666666665,10,1.8020831698724955,0.8584023288488679,0.36551733263886693,0.5929768304625506
F11_R,F11,routine,5.0,0.0,3,2439.3333333333335,10,-2.2740999713344836,0.09329082652716696,0.004533947979606087,0.3996303848472403
F12_A,F12,ambiguous,5.0,0.0,3,2411.3333333333335,10,,,0.6648656966561389,0.266723354033879
F12_N,F12,nonroutine,5.333333333333333,0.4714045207910317,3,2456.3333333333335,10,3.2216660516426963,0.9616415176162993,0.8301591762090189,0.15991333719310788
F12_R,F12,routine,5.0,0.0,3,2353.0,10,-2.1837612804728197,0.10121823892112412,0.01031127517892533,0.12474057277450802
F13_A,F13,ambiguous,5.0,0.0,3,2499.3333333333335,10,,,0.04020828992650094,0.38840318080627606
F13_N,F13,nonroutine,5.0,0.0,3,2552.6666666666665,10,1.4578193373047048,0.8111989215106683,0.4803531887006514,0.4830951830492867
F13_R,F13,routine,5.0,0.0,3,2417.0,10,-2.809985281184082,0.056786969175944474,0.010492604029833326,0.055284182416851076
F14_A,F14,ambiguous,5.0,0.0,3,2688.3333333333335,10,,,0.3276779796816652,0.5612201838842804
F14_N,F14,nonroutine,5.0,0.0,3,2392.6666666666665,10,1.4370235302279486,0.8079933048206241,0.7030987774399883,0.26348412895506734
F14_R,F14,routine,4.0,0.0,3,2419.3333333333335,10,-1.0907882161646933,0.2514698812103209,0.14361889368747072,0.45182000049943954
F15_A,F15,ambiguous,6.0,0.0,3,317.6666666666667,10,,,0.14804798893679844,0.4578277089285255
